Customer_Id,Max of transaction_date,Count of transaction_date,Sum of profit,R,F,M,rfm_group,rfm_score,value
2381,43070,7,"$2,732 ",7,7,5,"7,7,5",3.2,Middle
3030,43075,7,"$2,713 ",7,7,5,"7,7,5",3.2,Middle
3319,43077,7,"$2,465 ",7,7,5,"7,7,5",3.2,Middle
3352,43069,7,"$2,839 ",7,7,5,"7,7,5",3.2,Middle
3353,43069,7,"$2,608 ",7,7,5,"7,7,5",3.2,Middle
84,43071,7,"$2,295 ",7,7,4,"7,7,4",3.0,Middle
1155,43070,7,"$2,332 ",7,7,4,"7,7,4",3.0,Middle
1295,43070,7,"$1,883 ",7,7,3,"7,7,3",2.8,Middle
3254,43068,7,"$2,002 ",7,7,3,"7,7,3",2.8,Middle
907,43073,7,"$1,370 ",7,7,2,"7,7,2",2.7,Middle
1026,43070,7,"$1,314 ",7,7,2,"7,7,2",2.7,Middle
1429,43068,7,$862 ,7,7,1,"7,7,1",2.5,Low
706,43069,6,"$7,109 ",7,5,10,"7,5,10",3.7,High
823,43076,6,"$5,811 ",7,5,10,"7,5,10",3.7,High
1863,43075,6,"$6,524 ",7,5,10,"7,5,10",3.7,High
1868,43073,6,"$7,566 ",7,5,10,"7,5,10",3.7,High
1967,43077,6,"$5,732 ",7,5,10,"7,5,10",3.7,High
396,43070,6,"$4,647 ",7,5,9,"7,5,9",3.5,Middle
815,43072,6,"$5,081 ",7,5,9,"7,5,9",3.5,Middle
2170,43071,6,"$4,829 ",7,5,9,"7,5,9",3.5,Middle
2360,43072,6,"$4,962 ",7,5,9,"7,5,9",3.5,Middle
2888,43070,6,"$5,056 ",7,5,9,"7,5,9",3.5,Middle
308,43074,6,"$4,086 ",7,5,8,"7,5,8",3.3,Middle
352,43074,6,"$4,404 ",7,5,8,"7,5,8",3.3,Middle
532,43071,6,"$3,921 ",7,5,8,"7,5,8",3.3,Middle
849,43072,6,"$4,284 ",7,5,8,"7,5,8",3.3,Middle
989,43074,6,"$4,208 ",7,5,8,"7,5,8",3.3,Middle
1356,43077,6,"$3,853 ",7,5,8,"7,5,8",3.3,Middle
1639,43069,6,"$4,429 ",7,5,8,"7,5,8",3.3,Middle
1809,43072,6,"$3,918 ",7,5,8,"7,5,8",3.3,Middle
2288,43070,6,"$4,438 ",7,5,8,"7,5,8",3.3,Middle
3383,43070,6,"$4,387 ",7,5,8,"7,5,8",3.3,Middle
3478,43070,6,"$4,298 ",7,5,8,"7,5,8",3.3,Middle
1029,43069,6,"$3,660 ",7,5,7,"7,5,7",3.2,Middle
2024,43070,6,"$3,558 ",7,5,7,"7,5,7",3.2,Middle
2768,43076,6,"$3,421 ",7,5,7,"7,5,7",3.2,Middle
210,43077,6,"$2,957 ",7,5,6,"7,5,6",3.0,Middle
418,43071,6,"$3,325 ",7,5,6,"7,5,6",3.0,Middle
561,43071,6,"$2,892 ",7,5,6,"7,5,6",3.0,Middle
777,43072,6,"$3,184 ",7,5,6,"7,5,6",3.0,Middle
1423,43075,6,"$3,233 ",7,5,6,"7,5,6",3.0,Middle
3443,43070,6,"$3,129 ",7,5,6,"7,5,6",3.0,Middle
731,43074,6,"$2,695 ",7,5,5,"7,5,5",2.8,Middle
1050,43073,6,"$2,536 ",7,5,5,"7,5,5",2.8,Middle
2803,43069,6,"$2,743 ",7,5,5,"7,5,5",2.8,Middle
2899,43069,6,"$2,554 ",7,5,5,"7,5,5",2.8,Middle
3372,43068,6,"$2,684 ",7,5,5,"7,5,5",2.8,Middle
186,43076,6,"$2,166 ",7,5,4,"7,5,4",2.7,Middle
756,43074,6,"$2,122 ",7,5,4,"7,5,4",2.7,Middle
1015,43073,6,"$2,137 ",7,5,4,"7,5,4",2.7,Middle
1406,43071,6,"$2,397 ",7,5,4,"7,5,4",2.7,Middle
2008,43070,6,"$2,210 ",7,5,4,"7,5,4",2.7,Middle
2110,43073,6,"$2,300 ",7,5,4,"7,5,4",2.7,Middle
2484,43075,6,"$2,157 ",7,5,4,"7,5,4",2.7,Middle
2650,43074,6,"$2,395 ",7,5,4,"7,5,4",2.7,Middle
3174,43075,6,"$2,347 ",7,5,4,"7,5,4",2.7,Middle
3479,43068,6,"$2,266 ",7,5,4,"7,5,4",2.7,Middle
2461,43068,6,"$2,067 ",7,5,3,"7,5,3",2.5,Low
2997,43068,6,"$2,035 ",7,5,3,"7,5,3",2.5,Low
3384,43070,6,"$2,051 ",7,5,3,"7,5,3",2.5,Low
488,43072,6,"$1,044 ",7,5,2,"7,5,2",2.3,Low
1027,43075,6,"$1,449 ",7,5,2,"7,5,2",2.3,Low
1061,43075,6,"$1,138 ",7,5,2,"7,5,2",2.3,Low
1835,43074,6,"$1,039 ",7,5,2,"7,5,2",2.3,Low
2944,43069,6,"$1,459 ",7,5,2,"7,5,2",2.3,Low
154,43076,6,$684 ,7,5,1,"7,5,1",2.2,Low
3058,43075,5,"$5,935 ",7,4,10,"7,4,10",3.5,Middle
2105,43076,5,"$5,156 ",7,4,9,"7,4,9",3.3,Middle
2652,43076,5,"$5,320 ",7,4,9,"7,4,9",3.3,Middle
227,43073,5,"$3,906 ",7,4,8,"7,4,8",3.2,Middle
1379,43071,5,"$4,337 ",7,4,8,"7,4,8",3.2,Middle
3178,43070,5,"$4,340 ",7,4,8,"7,4,8",3.2,Middle
208,43072,5,"$3,342 ",7,4,7,"7,4,7",3.0,Middle
782,43074,5,"$3,432 ",7,4,7,"7,4,7",3.0,Middle
857,43075,5,"$3,722 ",7,4,7,"7,4,7",3.0,Middle
1128,43073,5,"$3,388 ",7,4,7,"7,4,7",3.0,Middle
1292,43068,5,"$3,608 ",7,4,7,"7,4,7",3.0,Middle
1720,43076,5,"$3,538 ",7,4,7,"7,4,7",3.0,Middle
2462,43075,5,"$3,481 ",7,4,7,"7,4,7",3.0,Middle
2639,43068,5,"$3,676 ",7,4,7,"7,4,7",3.0,Middle
3132,43076,5,"$3,427 ",7,4,7,"7,4,7",3.0,Middle
176,43077,5,"$3,090 ",7,4,6,"7,4,6",2.8,Middle
873,43068,5,"$3,226 ",7,4,6,"7,4,6",2.8,Middle
1122,43073,5,"$3,026 ",7,4,6,"7,4,6",2.8,Middle
1288,43077,5,"$3,227 ",7,4,6,"7,4,6",2.8,Middle
1314,43072,5,"$2,894 ",7,4,6,"7,4,6",2.8,Middle
1697,43075,5,"$3,042 ",7,4,6,"7,4,6",2.8,Middle
1861,43070,5,"$2,891 ",7,4,6,"7,4,6",2.8,Middle
3278,43077,5,"$3,216 ",7,4,6,"7,4,6",2.8,Middle
3368,43070,5,"$3,153 ",7,4,6,"7,4,6",2.8,Middle
72,43077,5,"$2,560 ",7,4,5,"7,4,5",2.7,Middle
193,43075,5,"$2,552 ",7,4,5,"7,4,5",2.7,Middle
1018,43073,5,"$2,498 ",7,4,5,"7,4,5",2.7,Middle
1125,43070,5,"$2,840 ",7,4,5,"7,4,5",2.7,Middle
1409,43077,5,"$2,637 ",7,4,5,"7,4,5",2.7,Middle
1518,43068,5,"$2,749 ",7,4,5,"7,4,5",2.7,Middle
2117,43075,5,"$2,725 ",7,4,5,"7,4,5",2.7,Middle
2772,43074,5,"$2,446 ",7,4,5,"7,4,5",2.7,Middle
2811,43074,5,"$2,448 ",7,4,5,"7,4,5",2.7,Middle
2952,43072,5,"$2,544 ",7,4,5,"7,4,5",2.7,Middle
3022,43068,5,"$2,614 ",7,4,5,"7,4,5",2.7,Middle
3299,43069,5,"$2,748 ",7,4,5,"7,4,5",2.7,Middle
580,43075,5,"$2,186 ",7,4,4,"7,4,4",2.5,Low
2214,43072,5,"$2,329 ",7,4,4,"7,4,4",2.5,Low
2624,43072,5,"$2,159 ",7,4,4,"7,4,4",2.5,Low
3085,43074,5,"$2,077 ",7,4,4,"7,4,4",2.5,Low
3238,43070,5,"$2,077 ",7,4,4,"7,4,4",2.5,Low
3309,43075,5,"$2,222 ",7,4,4,"7,4,4",2.5,Low
2143,43072,5,"$2,067 ",7,4,3,"7,4,3",2.3,Low
2280,43075,5,"$1,703 ",7,4,3,"7,4,3",2.3,Low
2677,43072,5,"$1,892 ",7,4,3,"7,4,3",2.3,Low
2760,43068,5,"$1,757 ",7,4,3,"7,4,3",2.3,Low
137,43072,5,"$1,496 ",7,4,2,"7,4,2",2.2,Low
452,43075,5,"$1,562 ",7,4,2,"7,4,2",2.2,Low
458,43073,5,"$1,247 ",7,4,2,"7,4,2",2.2,Low
744,43076,5,"$1,268 ",7,4,2,"7,4,2",2.2,Low
1718,43075,5,"$1,539 ",7,4,2,"7,4,2",2.2,Low
2392,43073,5,"$1,548 ",7,4,2,"7,4,2",2.2,Low
2916,43075,5,"$1,571 ",7,4,2,"7,4,2",2.2,Low
3027,43068,5,"$1,394 ",7,4,2,"7,4,2",2.2,Low
3274,43069,5,"$1,519 ",7,4,2,"7,4,2",2.2,Low
3345,43068,5,"$1,367 ",7,4,2,"7,4,2",2.2,Low
3408,43077,5,"$1,355 ",7,4,2,"7,4,2",2.2,Low
133,43073,5,$804 ,7,4,1,"7,4,1",2.0,Low
1226,43075,5,$937 ,7,4,1,"7,4,1",2.0,Low
1419,43077,5,$973 ,7,4,1,"7,4,1",2.0,Low
3263,43076,5,$844 ,7,4,1,"7,4,1",2.0,Low
2007,43076,4,"$4,602 ",7,2,9,"7,2,9",3.0,Middle
2172,43070,4,"$5,407 ",7,2,9,"7,2,9",3.0,Middle
119,43069,4,"$4,217 ",7,2,8,"7,2,8",2.8,Middle
2543,43077,4,"$4,304 ",7,2,8,"7,2,8",2.8,Middle
3006,43069,4,"$3,902 ",7,2,8,"7,2,8",2.8,Middle
3413,43074,4,"$4,076 ",7,2,8,"7,2,8",2.8,Middle
20,43068,4,"$3,608 ",7,2,7,"7,2,7",2.7,Middle
1214,43076,4,"$3,652 ",7,2,7,"7,2,7",2.7,Middle
3089,43072,4,"$3,618 ",7,2,7,"7,2,7",2.7,Middle
2198,43074,4,"$2,745 ",7,2,5,"7,2,5",2.3,Low
2199,43075,4,"$2,644 ",7,2,5,"7,2,5",2.3,Low
259,43072,4,"$2,125 ",7,2,4,"7,2,4",2.2,Low
583,43068,4,"$2,258 ",7,2,4,"7,2,4",2.2,Low
806,43068,4,"$2,190 ",7,2,4,"7,2,4",2.2,Low
1753,43072,4,"$2,093 ",7,2,4,"7,2,4",2.2,Low
1855,43077,4,"$2,258 ",7,2,4,"7,2,4",2.2,Low
2868,43074,4,"$2,130 ",7,2,4,"7,2,4",2.2,Low
654,43071,4,"$1,885 ",7,2,3,"7,2,3",2.0,Low
939,43068,4,"$1,818 ",7,2,3,"7,2,3",2.0,Low
1989,43077,4,"$1,660 ",7,2,3,"7,2,3",2.0,Low
1312,43073,4,"$1,293 ",7,2,2,"7,2,2",1.8,Low
1371,43073,4,"$1,271 ",7,2,2,"7,2,2",1.8,Low
1603,43076,4,"$1,488 ",7,2,2,"7,2,2",1.8,Low
1634,43070,4,"$1,537 ",7,2,2,"7,2,2",1.8,Low
2694,43070,4,"$1,537 ",7,2,2,"7,2,2",1.8,Low
2801,43077,4,"$1,400 ",7,2,2,"7,2,2",1.8,Low
3136,43074,4,"$1,210 ",7,2,2,"7,2,2",1.8,Low
3400,43073,4,"$1,403 ",7,2,2,"7,2,2",1.8,Low
915,43071,4,$425 ,7,2,1,"7,2,1",1.7,Low
1370,43073,4,$839 ,7,2,1,"7,2,1",1.7,Low
2126,43074,4,$594 ,7,2,1,"7,2,1",1.7,Low
2332,43068,4,$652 ,7,2,1,"7,2,1",1.7,Low
2557,43069,3,"$4,540 ",7,1,8,"7,1,8",2.7,Middle
387,43068,3,"$3,418 ",7,1,7,"7,1,7",2.5,Low
1961,43074,3,"$3,362 ",7,1,7,"7,1,7",2.5,Low
2665,43069,3,"$3,384 ",7,1,7,"7,1,7",2.5,Low
3159,43074,2,"$3,222 ",7,1,6,"7,1,6",2.3,Low
59,43077,3,"$2,628 ",7,1,5,"7,1,5",2.2,Low
2408,43075,3,"$2,824 ",7,1,5,"7,1,5",2.2,Low
2515,43075,3,"$2,628 ",7,1,5,"7,1,5",2.2,Low
1804,43068,3,"$2,156 ",7,1,4,"7,1,4",2.0,Low
2085,43072,3,"$2,196 ",7,1,4,"7,1,4",2.0,Low
2176,43071,3,"$2,088 ",7,1,4,"7,1,4",2.0,Low
1059,43077,2,"$1,619 ",7,1,3,"7,1,3",1.8,Low
1525,43075,3,"$1,909 ",7,1,3,"7,1,3",1.8,Low
1630,43076,3,"$1,915 ",7,1,3,"7,1,3",1.8,Low
1924,43074,3,"$1,762 ",7,1,3,"7,1,3",1.8,Low
2320,43075,3,"$1,691 ",7,1,3,"7,1,3",1.8,Low
3149,43077,3,"$2,037 ",7,1,3,"7,1,3",1.8,Low
3485,43074,2,"$1,720 ",7,1,3,"7,1,3",1.8,Low
412,43072,3,"$1,055 ",7,1,2,"7,1,2",1.7,Low
1273,43076,3,"$1,552 ",7,1,2,"7,1,2",1.7,Low
2903,43073,3,"$1,371 ",7,1,2,"7,1,2",1.7,Low
2971,43072,3,"$1,511 ",7,1,2,"7,1,2",1.7,Low
74,43071,3,$967 ,7,1,1,"7,1,1",1.5,Very Low
335,43075,2,$457 ,7,1,1,"7,1,1",1.5,Very Low
758,43072,2,$166 ,7,1,1,"7,1,1",1.5,Very Low
1204,43075,3,$183 ,7,1,1,"7,1,1",1.5,Very Low
1476,43075,2,$930 ,7,1,1,"7,1,1",1.5,Very Low
1618,43071,2,$643 ,7,1,1,"7,1,1",1.5,Very Low
1685,43074,2,$677 ,7,1,1,"7,1,1",1.5,Very Low
1734,43074,2,$923 ,7,1,1,"7,1,1",1.5,Very Low
1931,43076,3,$384 ,7,1,1,"7,1,1",1.5,Very Low
2417,43077,1,$452 ,7,1,1,"7,1,1",1.5,Very Low
2441,43071,2,$444 ,7,1,1,"7,1,1",1.5,Very Low
2500,43076,3,$766 ,7,1,1,"7,1,1",1.5,Very Low
2631,43072,3,$866 ,7,1,1,"7,1,1",1.5,Very Low
2636,43069,3,$408 ,7,1,1,"7,1,1",1.5,Very Low
2789,43075,2,$549 ,7,1,1,"7,1,1",1.5,Very Low
39,43065,12,"$6,085 ",6,10,10,"6,10,10",4.3,High
280,43056,11,"$7,361 ",6,10,10,"6,10,10",4.3,High
590,43056,12,"$6,630 ",6,10,10,"6,10,10",4.3,High
936,43067,12,"$9,245 ",6,10,10,"6,10,10",4.3,High
941,43066,10,"$11,669 ",6,10,10,"6,10,10",4.3,High
1103,43067,12,"$7,368 ",6,10,10,"6,10,10",4.3,High
1250,43064,10,"$6,093 ",6,10,10,"6,10,10",4.3,High
1473,43067,11,"$6,176 ",6,10,10,"6,10,10",4.3,High
1503,43065,10,"$7,694 ",6,10,10,"6,10,10",4.3,High
1579,43059,10,"$8,103 ",6,10,10,"6,10,10",4.3,High
1611,43058,12,"$5,450 ",6,10,10,"6,10,10",4.3,High
1672,43057,13,"$6,123 ",6,10,10,"6,10,10",4.3,High
1887,43056,10,"$8,465 ",6,10,10,"6,10,10",4.3,High
2184,43062,11,"$7,123 ",6,10,10,"6,10,10",4.3,High
2616,43057,11,"$6,418 ",6,10,10,"6,10,10",4.3,High
2750,43057,11,"$5,964 ",6,10,10,"6,10,10",4.3,High
2985,43061,10,"$6,308 ",6,10,10,"6,10,10",4.3,High
230,43063,10,"$4,745 ",6,10,9,"6,10,9",4.2,High
2189,43059,10,"$4,914 ",6,10,9,"6,10,9",4.2,High
2717,43058,10,"$4,576 ",6,10,9,"6,10,9",4.2,High
177,43062,11,"$3,980 ",6,10,8,"6,10,8",4.0,High
1049,43067,10,"$4,486 ",6,10,8,"6,10,8",4.0,High
1731,43056,11,"$3,521 ",6,10,7,"6,10,7",3.8,High
1913,43057,13,"$3,255 ",6,10,6,"6,10,6",3.7,High
1405,43066,11,"$2,282 ",6,10,4,"6,10,4",3.3,Middle
594,43066,9,"$6,631 ",6,9,10,"6,9,10",4.2,High
1866,43061,9,"$8,835 ",6,9,10,"6,9,10",4.2,High
2046,43066,9,"$9,189 ",6,9,10,"6,9,10",4.2,High
2538,43064,9,"$5,950 ",6,9,10,"6,9,10",4.2,High
2684,43061,9,"$6,337 ",6,9,10,"6,9,10",4.2,High
647,43057,9,"$5,279 ",6,9,9,"6,9,9",4.0,High
1570,43066,9,"$5,321 ",6,9,9,"6,9,9",4.0,High
1820,43064,9,"$4,884 ",6,9,9,"6,9,9",4.0,High
3371,43058,9,"$4,678 ",6,9,9,"6,9,9",4.0,High
211,43060,9,"$4,090 ",6,9,8,"6,9,8",3.8,High
1171,43065,9,"$3,879 ",6,9,8,"6,9,8",3.8,High
1933,43058,9,"$4,405 ",6,9,8,"6,9,8",3.8,High
1947,43064,9,"$3,975 ",6,9,8,"6,9,8",3.8,High
1912,43061,9,"$3,286 ",6,9,6,"6,9,6",3.5,Middle
380,43064,8,"$6,196 ",6,8,10,"6,8,10",4.0,High
691,43060,8,"$5,678 ",6,8,10,"6,8,10",4.0,High
1282,43061,8,"$5,521 ",6,8,10,"6,8,10",4.0,High
1561,43056,8,"$6,919 ",6,8,10,"6,8,10",4.0,High
1811,43067,8,"$6,494 ",6,8,10,"6,8,10",4.0,High
2190,43058,8,"$6,260 ",6,8,10,"6,8,10",4.0,High
2194,43057,8,"$6,198 ",6,8,10,"6,8,10",4.0,High
2489,43059,8,"$6,855 ",6,8,10,"6,8,10",4.0,High
2592,43062,8,"$6,490 ",6,8,10,"6,8,10",4.0,High
2723,43059,8,"$6,591 ",6,8,10,"6,8,10",4.0,High
3249,43066,8,"$6,400 ",6,8,10,"6,8,10",4.0,High
887,43060,8,"$5,247 ",6,8,9,"6,8,9",3.8,High
917,43064,8,"$5,393 ",6,8,9,"6,8,9",3.8,High
1006,43062,8,"$4,688 ",6,8,9,"6,8,9",3.8,High
1024,43065,8,"$4,561 ",6,8,9,"6,8,9",3.8,High
1030,43060,8,"$4,699 ",6,8,9,"6,8,9",3.8,High
1374,43060,8,"$5,196 ",6,8,9,"6,8,9",3.8,High
1698,43067,8,"$4,966 ",6,8,9,"6,8,9",3.8,High
1806,43062,8,"$4,811 ",6,8,9,"6,8,9",3.8,High
2601,43063,8,"$4,582 ",6,8,9,"6,8,9",3.8,High
507,43063,8,"$4,291 ",6,8,8,"6,8,8",3.7,High
968,43064,8,"$4,422 ",6,8,8,"6,8,8",3.7,High
1527,43058,8,"$3,856 ",6,8,8,"6,8,8",3.7,High
1576,43062,8,"$4,521 ",6,8,8,"6,8,8",3.7,High
1643,43061,8,"$4,244 ",6,8,8,"6,8,8",3.7,High
2268,43064,8,"$4,473 ",6,8,8,"6,8,8",3.7,High
2279,43064,8,"$4,009 ",6,8,8,"6,8,8",3.7,High
2793,43065,8,"$4,233 ",6,8,8,"6,8,8",3.7,High
2886,43060,8,"$4,023 ",6,8,8,"6,8,8",3.7,High
3220,43059,8,"$4,304 ",6,8,8,"6,8,8",3.7,High
549,43059,8,"$3,752 ",6,8,7,"6,8,7",3.5,Middle
1585,43062,8,"$3,462 ",6,8,7,"6,8,7",3.5,Middle
1613,43058,8,"$3,512 ",6,8,7,"6,8,7",3.5,Middle
2877,43058,8,"$3,642 ",6,8,7,"6,8,7",3.5,Middle
3204,43065,8,"$3,417 ",6,8,7,"6,8,7",3.5,Middle
1402,43059,8,"$3,068 ",6,8,6,"6,8,6",3.3,Middle
1581,43063,8,"$2,944 ",6,8,6,"6,8,6",3.3,Middle
2682,43061,8,"$3,093 ",6,8,6,"6,8,6",3.3,Middle
2988,43067,8,"$3,035 ",6,8,6,"6,8,6",3.3,Middle
850,43065,8,"$2,839 ",6,8,5,"6,8,5",3.2,Middle
1524,43062,8,"$2,725 ",6,8,5,"6,8,5",3.2,Middle
453,43058,8,"$2,292 ",6,8,4,"6,8,4",3.0,Middle
684,43057,8,"$2,432 ",6,8,4,"6,8,4",3.0,Middle
718,43065,8,"$2,164 ",6,8,4,"6,8,4",3.0,Middle
1223,43065,8,"$2,235 ",6,8,4,"6,8,4",3.0,Middle
539,43063,8,"$1,676 ",6,8,3,"6,8,3",2.8,Middle
1199,43056,8,"$2,037 ",6,8,3,"6,8,3",2.8,Middle
1191,43056,8,"$1,339 ",6,8,2,"6,8,2",2.7,Middle
254,43058,7,"$6,781 ",6,7,10,"6,7,10",3.8,High
710,43060,7,"$6,432 ",6,7,10,"6,7,10",3.8,High
1398,43063,7,"$5,650 ",6,7,10,"6,7,10",3.8,High
2375,43056,7,"$5,641 ",6,7,10,"6,7,10",3.8,High
2542,43056,7,"$6,559 ",6,7,10,"6,7,10",3.8,High
2901,43061,7,"$5,850 ",6,7,10,"6,7,10",3.8,High
3032,43059,7,"$6,183 ",6,7,10,"6,7,10",3.8,High
3228,43059,7,"$5,814 ",6,7,10,"6,7,10",3.8,High
44,43064,7,"$4,768 ",6,7,9,"6,7,9",3.7,High
94,43066,7,"$4,902 ",6,7,9,"6,7,9",3.7,High
1435,43066,7,"$5,394 ",6,7,9,"6,7,9",3.7,High
1881,43064,7,"$5,019 ",6,7,9,"6,7,9",3.7,High
1937,43065,7,"$4,712 ",6,7,9,"6,7,9",3.7,High
2020,43056,7,"$4,960 ",6,7,9,"6,7,9",3.7,High
2284,43065,7,"$4,736 ",6,7,9,"6,7,9",3.7,High
2380,43057,7,"$5,231 ",6,7,9,"6,7,9",3.7,High
2527,43059,7,"$4,600 ",6,7,9,"6,7,9",3.7,High
2697,43066,7,"$4,623 ",6,7,9,"6,7,9",3.7,High
3126,43059,7,"$4,781 ",6,7,9,"6,7,9",3.7,High
47,43064,7,"$4,332 ",6,7,8,"6,7,8",3.5,Middle
295,43065,7,"$4,540 ",6,7,8,"6,7,8",3.5,Middle
788,43060,7,"$4,229 ",6,7,8,"6,7,8",3.5,Middle
912,43059,7,"$4,164 ",6,7,8,"6,7,8",3.5,Middle
1837,43064,7,"$4,515 ",6,7,8,"6,7,8",3.5,Middle
1870,43061,7,"$4,382 ",6,7,8,"6,7,8",3.5,Middle
2281,43061,7,"$4,075 ",6,7,8,"6,7,8",3.5,Middle
3261,43061,7,"$4,364 ",6,7,8,"6,7,8",3.5,Middle
3358,43062,7,"$4,447 ",6,7,8,"6,7,8",3.5,Middle
3370,43057,7,"$4,079 ",6,7,8,"6,7,8",3.5,Middle
558,43064,7,"$3,513 ",6,7,7,"6,7,7",3.3,Middle
923,43067,7,"$3,337 ",6,7,7,"6,7,7",3.3,Middle
950,43067,7,"$3,609 ",6,7,7,"6,7,7",3.3,Middle
1094,43056,7,"$3,632 ",6,7,7,"6,7,7",3.3,Middle
1254,43062,7,"$3,437 ",6,7,7,"6,7,7",3.3,Middle
1259,43058,7,"$3,342 ",6,7,7,"6,7,7",3.3,Middle
1531,43057,7,"$3,839 ",6,7,7,"6,7,7",3.3,Middle
1588,43067,7,"$3,628 ",6,7,7,"6,7,7",3.3,Middle
1664,43057,7,"$3,476 ",6,7,7,"6,7,7",3.3,Middle
1776,43065,7,"$3,511 ",6,7,7,"6,7,7",3.3,Middle
1826,43059,7,"$3,406 ",6,7,7,"6,7,7",3.3,Middle
2028,43059,7,"$3,648 ",6,7,7,"6,7,7",3.3,Middle
2179,43063,7,"$3,631 ",6,7,7,"6,7,7",3.3,Middle
2410,43063,7,"$3,696 ",6,7,7,"6,7,7",3.3,Middle
1001,43057,7,"$2,884 ",6,7,6,"6,7,6",3.2,Middle
1450,43057,7,"$2,960 ",6,7,6,"6,7,6",3.2,Middle
2447,43060,7,"$3,068 ",6,7,6,"6,7,6",3.2,Middle
2837,43058,7,"$3,171 ",6,7,6,"6,7,6",3.2,Middle
102,43057,7,"$2,587 ",6,7,5,"6,7,5",3.0,Middle
305,43066,7,"$2,701 ",6,7,5,"6,7,5",3.0,Middle
466,43059,7,"$2,814 ",6,7,5,"6,7,5",3.0,Middle
1711,43058,7,"$2,769 ",6,7,5,"6,7,5",3.0,Middle
2237,43061,7,"$2,501 ",6,7,5,"6,7,5",3.0,Middle
483,43059,7,"$2,308 ",6,7,4,"6,7,4",2.8,Middle
1688,43061,7,"$2,422 ",6,7,4,"6,7,4",2.8,Middle
2018,43064,7,"$2,336 ",6,7,4,"6,7,4",2.8,Middle
2432,43067,7,"$2,253 ",6,7,4,"6,7,4",2.8,Middle
219,43059,7,"$1,688 ",6,7,3,"6,7,3",2.7,Middle
382,43064,7,"$1,657 ",6,7,3,"6,7,3",2.7,Middle
563,43066,7,"$1,931 ",6,7,3,"6,7,3",2.7,Middle
1239,43061,7,"$1,795 ",6,7,3,"6,7,3",2.7,Middle
1422,43061,7,"$1,652 ",6,7,3,"6,7,3",2.7,Middle
2285,43060,7,"$1,796 ",6,7,3,"6,7,3",2.7,Middle
2915,43066,7,"$1,662 ",6,7,3,"6,7,3",2.7,Middle
2382,43061,7,"$1,301 ",6,7,2,"6,7,2",2.5,Low
2591,43057,6,"$5,839 ",6,5,10,"6,5,10",3.5,Middle
2787,43062,6,"$6,153 ",6,5,10,"6,5,10",3.5,Middle
3350,43061,6,"$5,796 ",6,5,10,"6,5,10",3.5,Middle
33,43061,6,"$5,150 ",6,5,9,"6,5,9",3.3,Middle
57,43064,6,"$5,118 ",6,5,9,"6,5,9",3.3,Middle
147,43065,6,"$5,034 ",6,5,9,"6,5,9",3.3,Middle
1345,43056,6,"$5,171 ",6,5,9,"6,5,9",3.3,Middle
1825,43059,6,"$4,978 ",6,5,9,"6,5,9",3.3,Middle
2097,43061,6,"$4,647 ",6,5,9,"6,5,9",3.3,Middle
1411,43064,6,"$4,268 ",6,5,8,"6,5,8",3.2,Middle
1848,43057,6,"$4,457 ",6,5,8,"6,5,8",3.2,Middle
2154,43061,6,"$4,268 ",6,5,8,"6,5,8",3.2,Middle
2552,43064,6,"$4,292 ",6,5,8,"6,5,8",3.2,Middle
2627,43066,6,"$4,375 ",6,5,8,"6,5,8",3.2,Middle
3288,43067,6,"$4,431 ",6,5,8,"6,5,8",3.2,Middle
10,43066,6,"$3,358 ",6,5,7,"6,5,7",3.0,Middle
329,43065,6,"$3,618 ",6,5,7,"6,5,7",3.0,Middle
337,43062,6,"$3,389 ",6,5,7,"6,5,7",3.0,Middle
367,43056,6,"$3,634 ",6,5,7,"6,5,7",3.0,Middle
560,43058,6,"$3,583 ",6,5,7,"6,5,7",3.0,Middle
570,43064,6,"$3,446 ",6,5,7,"6,5,7",3.0,Middle
1071,43060,6,"$3,359 ",6,5,7,"6,5,7",3.0,Middle
1136,43064,6,"$3,452 ",6,5,7,"6,5,7",3.0,Middle
1432,43066,6,"$3,727 ",6,5,7,"6,5,7",3.0,Middle
1714,43061,6,"$3,372 ",6,5,7,"6,5,7",3.0,Middle
1844,43058,6,"$3,348 ",6,5,7,"6,5,7",3.0,Middle
3067,43060,6,"$3,576 ",6,5,7,"6,5,7",3.0,Middle
661,43065,6,"$3,308 ",6,5,6,"6,5,6",2.8,Middle
676,43066,6,"$2,895 ",6,5,6,"6,5,6",2.8,Middle
818,43059,6,"$3,029 ",6,5,6,"6,5,6",2.8,Middle
840,43061,6,"$3,320 ",6,5,6,"6,5,6",2.8,Middle
1263,43057,6,"$2,951 ",6,5,6,"6,5,6",2.8,Middle
1384,43063,6,"$3,307 ",6,5,6,"6,5,6",2.8,Middle
1550,43057,6,"$3,173 ",6,5,6,"6,5,6",2.8,Middle
2544,43067,6,"$3,045 ",6,5,6,"6,5,6",2.8,Middle
3351,43060,6,"$3,138 ",6,5,6,"6,5,6",2.8,Middle
79,43056,6,"$2,597 ",6,5,5,"6,5,5",2.7,Middle
1769,43063,6,"$2,744 ",6,5,5,"6,5,5",2.7,Middle
1785,43065,6,"$2,828 ",6,5,5,"6,5,5",2.7,Middle
1878,43067,6,"$2,756 ",6,5,5,"6,5,5",2.7,Middle
2212,43058,6,"$2,723 ",6,5,5,"6,5,5",2.7,Middle
